"blackout shade","multi-use screwdriver","shovel","vacuum sealer","tool set","humidifier","air mattress","clothing iron","hairdryer","wireless receiver","fireextinguisher","toolbox","bike pump","snow shovel","coffee maker","pressure cooker","thermos","growler","travel mug","food thermometer","usb battery","blender","knife sharpener","electric kettle","electric toothbrush","toaster","carbonator","lumbar pillow","backpack","rainjacket","casserole pan","portable speaker","bluetooth keyfinder","smartphone tripod","portable gas grill","smart bathroom scale","christmas tree stand","drone for beginners","external harddrive","portable ice maker","cat bed","dog coat","bluetooth headphones","white noise machine","Amazon echo","sheet set","space heater","handheld vacuum","bath towel","sunrise alarm clock"
9,5,5,17,8,3,10,17,5,9,13,1,1,6,19,22,8,0,12,7,1,14,8,23,8,8,4,3,13,5,12,8,15,4,14,14,2,9,30,6,6,5,4,0,14,5,8,14,2,0
16,15,30,11,30,31,0,6,2,20,51,4,3,20,10,12,11,5,4,14,37,2,11,26,20,7,33,10,5,62,8,41,14,0,52,29,0,40,58,0,0,22,24,34,0,51,14,7,31,36
25,5,10,20,10,25,30,10,20,10,10,20,5,10,25,10,15,15,15,10,15,20,15,25,5,20,25,15,10,15,15,15,10,10,25,30,10,15,10,25,5,15,20,25,30,25,15,25,15,15
15,9,0,0,30,41,45,30,10,60,9,9,20,0,19,50,0,10,0,30,15,39,9,0,21,11,19,25,29,46,36,37,19,14,24,30,0,51,41,61,0,0,20,0,18,20,20,6,4,9
15,10,0,10,30,25,0,40,23,10,10,15,10,0,20,0,15,5,5,0,15,10,10,0,20,25,0,20,0,25,0,0,0,0,0,10,0,0,20,0,0,0,40,25,30,30,25,0,12,0
30,0,0,25,5,0,30,0,0,15,5,20,5,5,0,20,15,5,10,10,10,5,5,10,30,0,0,20,12,40,5,14,10,5,20,20,0,15,30,0,0,0,15,10,20,20,0,20,10,20
0,4,0,9,5,10,0,14,9,0,9,0,0,5,9,19,9,9,9,19,20,0,14,19,0,40,20,0,0,40,20,30,0,10,5,19,0,0,0,20,9,0,0,0,0,50,15,20,9,10
50,10,30,0,15,12,25,0,20,25,20,0,10,20,10,40,8,0,15,0,20,10,10,5,4,0,10,2,30,30,15,10,25,0,10,20,10,35,20,90,5,10,30,30,25,0,0,70,10,5
0,10,19,0,29,9,20,0,0,10,19,40,0,0,9,30,19,0,0,0,18,21,9,0,20,20,0,11,9,0,8,10,0,9,29,9,0,19,60,0,0,0,10,10,30,40,0,9,9,0
60,12,30,55,30,30,100,20,10,30,60,34,30,14,80,45,55,35,35,15,40,40,20,65,5,35,20,25,80,100,9,15,5,25,70,60,30,60,75,80,20,45,45,74,90,90,25,60,40,10
19,30,29,31,73,39,39,29,23,29,61,61,7,20,60,31,20,20,30,41,61,58,29,31,21,26,29,31,29,72,20,30,19,21,24,19,19,22,30,61,32,21,40,31,24,60,19,41,8,31
80,29,53,53,72,14,30,36,1,1,53,77,0,12,29,18,31,22,16,20,28,11,12,24,9,12,0,10,3,24,7,13,27,0,69,1,53,0,87,3,0,0,53,38,68,0,26,24,5,16
30,30,30,30,40,65,55,34,30,55,35,35,24,25,45,60,60,25,30,30,55,40,30,45,25,30,40,38,35,45,20,55,40,30,65,65,25,40,40,30,35,30,74,55,65,25,35,40,20,35
25,18,10,39,81,99,86,33,10,34,35,74,55,24,47,85,13,24,14,69,27,14,30,28,95,12,29,19,36,60,20,9,34,39,99,87,25,35,12,30,11,22,93,31,98,41,81,91,16,17
45,0,5,1,5,0,10,1,10,10,0,0,0,1,70,50,0,0,1,5,30,0,1,20,5,40,0,20,1,5,30,20,5,5,5,5,0,0,10,10,15,0,20,5,20,10,40,50,5,0
50,80,50,90,70,50,80,50,30,50,50,80,20,30,90,90,60,10,50,50,90,50,70,80,80,70,70,40,20,80,50,50,20,50,80,80,10,30,90,91,20,10,70,10,50,50,80,100,20,50
19,18,22,25,31,11,32,26,22,33,35,29,20,20,11,34,10,11,18,23,33,14,14,30,14,13,10,39,42,55,21,33,22,29,31,38,8,26,24,22,5,10,43,23,19,46,36,42,14,17
0,8,9,19,29,25,29,15,10,0,20,10,8,9,0,40,6,5,14,9,10,9,9,35,30,26,61,10,19,45,25,0,0,0,56,0,5,0,80,4,5,0,31,0,60,20,19,0,19,0
38,18,9,39,36,67,31,38,19,13,52,18,17,24,62,65,20,31,20,21,16,23,32,66,71,75,62,34,40,77,26,51,14,32,64,81,24,51,30,78,21,41,86,23,51,73,30,27,24,76
60,80,40,30,40,40,60,60,40,60,40,30,70,60,70,60,20,60,60,40,60,60,50,70,40,40,70,30,40,40,30,60,40,60,30,40,60,60,70,60,40,30,60,70,70,29,70,60,30,60
30,18,31,60,39,61,81,30,31,19,30,51,20,21,82,60,30,20,15,14,40,30,21,40,62,61,41,31,50,100,29,43,20,40,82,51,35,51,100,51,20,51,72,19,51,70,44,35,14,39
70,25,20,50,100,75,50,50,30,20,100,50,20,20,50,50,20,20,20,15,20,25,20,40,35,35,30,10,30,50,35,20,35,30,100,50,10,100,40,35,10,10,80,20,20,60,50,60,20,25
10,15,20,5,35,70,25,8,5,6,24,5,10,20,27,25,8,15,8,5,10,8,6,15,21,20,5,25,10,34,9,9,10,5,75,20,10,10,80,18,8,0,30,9,11,30,51,15,10,13
35,15,20,30,50,40,40,45,35,35,30,25,25,30,80,80,30,20,20,15,25,35,30,30,15,35,40,20,40,40,30,20,25,25,30,40,20,80,60,60,25,20,60,30,35,20,30,30,30,40
29,0,0,0,69,35,39,12,1,29,6,11,0,29,0,53,0,0,0,51,5,54,32,18,20,32,0,0,19,0,4,26,64,37,0,0,0,0,61,0,19,0,62,0,41,65,13,43,9,7
40,2,30,45,20,20,51,15,10,60,25,25,15,20,45,40,10,4,20,20,50,35,25,60,2,35,11,20,40,40,15,55,25,5,60,5,6,45,97,10,20,5,50,10,60,40,55,40,25,15
5,1,2,25,12,11,0,5,5,1,5,5,2,0,5,20,4,0,1,0,10,10,0,10,10,0,1,15,2,10,4,3,10,0,9,13,1,20,5,19,6,0,10,5,5,10,30,20,1,10
20,5,5,25,25,45,15,5,15,30,10,15,10,5,25,30,20,10,10,15,20,20,10,15,10,10,20,20,15,25,10,20,10,10,40,40,5,20,30,20,5,5,25,10,25,10,15,30,10,10
26,3,17,1,13,25,87,41,29,13,19,5,14,1,2,40,15,1,16,20,19,2,25,14,2,35,1,1,57,66,51,19,16,4,2,41,30,29,18,14,1,18,60,4,46,54,1,46,25,25
83,28,93,30,100,70,87,80,84,90,85,78,86,82,95,73,86,90,88,22,95,29,88,83,92,85,38,98,76,39,91,79,23,89,26,79,81,72,83,86,84,36,82,76,85,80,72,85,87,80
13,5,15,9,8,10,43,25,15,15,5,3,2,20,4,51,12,1,15,15,14,5,35,3,30,9,40,1,37,51,10,25,3,5,14,27,1,6,51,40,4,1,30,34,9,25,15,15,6,5
19,15,26,81,38,70,82,29,68,64,22,14,41,100,93,80,20,31,14,15,59,60,13,66,90,40,64,26,50,45,12,39,15,32,60,73,90,89,100,100,10,20,71,51,57,28,85,72,73,41
62,16,10,44,40,31,60,25,22,31,44,75,5,30,85,90,15,20,21,18,20,22,20,36,51,32,55,30,20,71,41,23,41,20,61,40,10,28,70,80,15,25,60,51,72,30,51,42,21,51
20,11,9,40,30,33,42,14,20,11,51,10,13,17,31,10,16,10,11,18,20,23,10,30,25,20,30,39,51,51,21,11,8,13,36,15,10,26,10,10,10,20,10,40,11,35,30,20,13,15
20,10,10,70,25,50,50,25,20,25,20,20,10,20,75,65,20,15,15,10,25,30,15,15,15,20,20,25,35,60,25,20,25,20,50,45,7,65,60,10,20,18,60,30,70,25,65,30,30,8
10,2,20,35,15,25,43,15,11,15,15,25,30,18,0,100,10,0,10,20,50,15,10,0,0,15,40,15,25,60,7,20,11,15,3,25,10,40,20,25,0,0,75,30,51,30,20,30,9,15
41,9,8,24,52,24,41,31,19,27,24,25,41,9,68,41,13,9,15,9,20,28,9,45,19,28,37,20,21,31,16,27,51,24,40,34,51,27,81,20,7,16,35,19,72,48,21,43,14,21
20,0,25,20,20,18,35,10,20,11,45,10,12,11,26,25,2,0,0,25,30,18,15,5,10,0,20,11,25,40,0,0,7,25,8,20,18,2,30,45,15,14,17,13,40,21,17,15,5,5
60,10,10,75,35,35,40,15,10,50,40,35,17,20,70,20,10,10,15,15,45,0,45,40,50,20,0,15,20,30,20,25,35,10,60,25,15,75,70,0,0,5,60,21,80,60,35,65,15,20
10,5,15,28,39,10,32,25,14,17,36,15,10,16,20,53,12,8,14,13,9,20,12,19,5,22,20,40,22,43,13,21,6,10,76,32,15,75,89,12,9,5,64,15,41,19,23,26,13,12
20,15,20,40,100,40,10,20,40,20,20,20,10,15,40,50,10,10,10,10,60,20,5,25,10,20,20,10,40,40,10,50,10,10,80,10,5,20,100,10,10,1,40,10,90,10,60,50,10,30
25,30,22,37,50,38,61,20,14,29,22,35,14,15,38,44,21,20,19,10,20,31,24,32,40,40,20,10,34,29,23,34,15,23,51,29,20,75,70,30,21,27,60,11,34,34,25,40,24,25
20,15,20,30,45,20,30,30,15,30,25,26,20,20,35,35,25,25,25,15,35,20,20,40,25,25,40,20,55,60,20,30,20,15,55,45,15,65,55,35,20,25,31,15,45,35,35,40,20,25
100,87,14,78,70,75,82,77,73,100,10,87,28,23,92,51,65,34,100,26,99,25,22,93,90,100,100,100,63,28,51,83,86,51,59,31,33,60,80,82,25,88,100,99,87,39,92,99,96,93
7,6,11,17,20,20,40,14,7,12,8,24,15,9,19,44,12,5,6,15,17,40,14,13,19,7,41,11,20,9,8,16,11,6,53,36,12,44,11,15,15,8,65,13,53,26,8,30,12,13
41,7,12,40,53,74,37,26,36,33,9,19,26,24,31,28,30,22,12,27,23,27,30,19,27,36,33,38,21,18,31,28,30,22,65,25,25,11,41,15,22,27,60,21,26,36,22,38,17,27
30,13,22,63,32,76,68,38,32,42,56,67,19,39,66,80,37,83,24,24,43,71,38,39,44,29,50,66,25,62,60,23,33,70,64,25,19,93,73,59,40,60,60,57,58,29,64,69,29,41
30,15,25,40,25,40,40,25,20,20,25,30,25,30,25,40,15,30,20,15,25,25,15,35,25,25,35,20,30,45,25,25,30,15,55,40,20,25,65,45,20,25,35,10,55,40,35,65,20,20
20,15,5,5,10,10,60,15,15,5,15,10,5,5,40,10,10,10,15,10,30,25,15,15,20,30,5,5,70,100,10,40,20,10,20,20,10,70,65,5,5,10,40,5,80,25,30,30,15,15
5,5,7,25,15,5,30,2,10,0,10,5,10,5,12,30,15,10,6,10,20,15,9,20,5,15,14,15,10,15,10,20,20,3,20,20,1,10,3,15,5,10,25,20,20,15,20,20,14,15
0,0,0,41,40,1,60,30,30,0,0,40,11,3,0,65,9,0,0,25,24,0,33,0,34,18,0,0,61,66,19,20,0,33,0,0,0,20,51,53,0,9,40,31,0,40,15,32,0,0
23,4,11,80,35,46,37,14,14,33,31,18,14,17,47,65,14,17,13,10,19,17,20,23,16,24,8,19,36,38,19,24,20,37,45,44,16,67,62,63,0,0,38,4,45,36,39,28,12,18
83,70,94,88,79,89,59,92,86,91,71,89,61,71,73,83,83,82,87,82,72,69,61,81,66,66,62,73,56,81,91,71,75,65,83,60,92,79,96,61,75,85,70,68,87,91,61,91,72,61
52,8,20,95,41,70,67,58,67,20,30,78,41,25,92,93,24,72,18,12,51,61,31,65,92,66,71,59,25,88,36,37,62,36,72,56,15,82,76,82,25,31,91,66,55,31,40,72,15,15
20,5,20,20,20,50,30,10,10,10,20,20,1,10,5,30,5,1,5,5,30,20,5,10,10,10,1,20,10,30,5,20,5,5,30,20,10,50,100,10,1,1,30,10,20,20,20,10,20,10
27,67,69,36,30,62,70,75,29,83,67,72,30,72,66,30,32,55,44,72,80,65,30,38,77,69,61,69,75,46,40,72,71,68,73,78,73,36,30,27,32,29,76,39,29,32,72,69,36,69
86,87,84,94,82,72,85,90,84,83,81,85,88,77,86,88,87,91,90,86,89,86,88,74,93,92,80,82,86,88,89,87,78,85,85,88,85,84,88,90,88,88,91,82,90,92,72,86,87,80
60,5,10,40,40,15,40,25,25,25,25,5,20,3,5,3,10,25,3,5,15,45,5,15,70,2,70,65,15,70,15,20,15,15,35,30,2,80,4,30,3,2,85,70,3,45,50,20,25,3
33,19,11,40,51,53,71,6,7,10,60,31,11,6,35,42,14,7,8,14,30,19,19,30,14,22,42,6,41,45,4,19,20,19,68,31,8,71,61,100,8,30,30,14,31,20,61,39,3,13
15,2,7,12,10,9,7,19,7,3,9,4,5,5,30,40,13,9,6,4,5,15,5,13,9,15,6,3,10,13,4,9,7,5,8,13,3,16,40,6,8,2,39,5,36,11,15,13,4,5
74,75,80,35,29,16,34,76,79,81,69,73,70,74,18,72,85,82,32,80,71,77,76,80,73,79,69,76,73,33,22,81,85,86,77,75,73,71,78,81,76,78,29,67,76,68,29,69,77,71
15,10,2,6,7,2,22,10,3,9,9,6,15,8,0,51,21,11,5,2,15,8,11,4,5,25,5,12,6,10,6,11,16,0,6,25,5,12,2,8,11,0,41,3,35,9,0,6,16,15
20,10,12,20,30,50,20,30,10,10,15,30,10,25,30,40,25,15,20,15,12,9,25,30,30,20,10,19,30,25,12,30,0,20,30,40,10,50,60,30,0,0,30,4,0,15,30,17,10,20
25,22,20,22,30,38,60,45,30,19,15,43,24,20,60,45,15,15,15,38,27,36,29,35,28,35,13,8,71,67,28,32,23,42,48,78,30,33,63,5,28,3,55,52,58,41,55,81,30,58
41,10,14,61,13,72,4,3,4,4,35,16,2,1,30,20,12,10,12,10,41,4,24,6,18,5,4,8,35,78,10,25,5,3,34,66,18,75,86,3,19,19,45,25,91,40,67,3,14,9
35,15,20,60,75,30,65,35,35,29,25,20,20,20,75,65,15,30,15,15,19,20,30,40,70,40,70,25,45,85,25,40,25,15,66,35,30,35,50,30,25,35,75,20,60,40,25,40,14,30
19,51,16,40,40,51,51,31,20,21,20,11,10,23,40,80,9,26,10,22,21,12,11,30,80,20,41,30,19,51,29,10,40,51,50,40,21,81,94,49,26,31,74,51,81,31,51,40,24,51
100,23,17,38,27,31,70,12,17,34,63,50,39,24,17,79,16,0,55,26,33,26,19,75,43,21,19,75,74,12,12,23,60,29,20,80,0,71,77,79,68,47,22,37,75,9,59,5,10,25
62,40,43,73,63,69,40,66,44,61,29,39,39,41,65,39,32,31,41,63,72,40,71,39,41,63,41,44,58,40,24,60,61,40,62,81,61,78,91,61,30,41,58,63,81,32,68,60,26,39
11,20,12,72,51,56,99,31,21,30,51,19,30,20,51,53,44,41,33,30,22,55,29,43,9,56,50,8,31,19,27,19,36,61,81,52,93,79,95,51,63,59,41,51,77,58,62,65,30,20
30,30,20,51,80,50,79,25,24,30,27,18,0,20,49,61,39,18,15,16,20,40,39,19,50,0,72,20,22,0,14,72,11,40,71,28,39,90,100,40,10,10,59,39,40,39,25,76,21,0
15,15,20,4,30,20,5,30,5,10,31,15,5,31,12,10,5,4,10,15,20,10,20,13,20,30,10,5,20,15,14,10,9,3,8,15,15,9,10,5,15,3,40,5,30,30,31,30,20,5
14,10,13,14,20,13,15,7,5,17,11,12,9,14,11,10,15,4,8,11,15,11,6,11,7,15,17,18,16,15,14,20,14,7,19,17,11,21,12,15,5,15,26,12,16,10,9,9,12,20
0,10,0,13,10,84,81,15,2,15,0,4,0,0,28,20,0,1,20,8,5,71,0,4,51,15,0,5,0,62,16,66,5,51,51,92,0,49,100,5,0,0,89,40,61,35,25,100,20,0
8,11,9,27,22,20,26,11,8,10,25,35,10,7,16,36,12,7,9,6,11,21,9,22,16,17,23,7,19,28,5,20,18,3,69,28,3,40,18,14,7,11,14,16,51,17,23,25,4,18
40,15,20,15,40,35,40,30,30,65,25,25,20,5,80,70,15,15,20,10,55,20,15,20,45,15,15,55,30,55,20,30,45,10,20,35,25,65,60,55,15,20,60,40,30,35,60,40,20,5
32,10,30,100,20,21,60,0,0,9,100,40,5,20,10,100,40,20,0,10,100,10,0,10,40,10,10,30,100,100,20,22,30,3,20,60,20,30,100,10,0,0,20,30,100,10,11,20,20,30
20,4,6,50,18,26,17,30,30,5,5,15,0,7,30,75,10,5,11,16,47,19,2,31,15,25,25,11,24,31,21,16,23,5,9,65,5,3,78,60,20,10,77,78,39,50,50,15,6,10
20,15,0,30,30,51,30,15,0,5,15,15,20,18,20,25,10,15,9,9,35,3,10,20,15,19,15,0,5,35,22,18,10,15,0,25,30,10,55,20,0,0,40,0,65,10,0,25,19,65
2,13,16,51,82,37,100,40,16,26,40,28,30,14,80,45,20,14,15,17,59,29,17,62,60,28,25,28,50,89,10,20,20,8,70,39,6,92,78,66,8,12,66,23,31,9,47,96,8,29
0,10,8,51,19,45,50,6,0,10,24,29,0,7,66,51,15,7,15,13,9,10,35,20,19,11,0,3,4,24,21,20,4,4,14,15,0,0,76,5,9,0,20,0,21,35,60,39,5,0
73,71,74,73,69,70,69,76,73,71,78,72,74,75,36,69,75,78,71,71,30,72,71,70,71,33,76,74,75,85,72,69,64,71,72,76,74,72,67,70,73,77,69,73,80,74,71,70,67,39
15,10,15,23,45,30,61,20,23,30,35,17,5,15,65,55,14,20,15,15,19,20,6,30,25,25,25,35,45,45,14,15,14,45,40,30,12,55,60,27,10,20,44,20,44,30,32,26,9,20
10,12,4,30,15,25,50,15,25,5,4,5,10,9,35,10,9,10,12,30,40,10,40,10,40,40,5,5,9,5,25,20,9,4,19,25,2,20,65,50,2,5,17,15,34,9,30,9,5,12
5,5,35,60,40,30,70,10,15,15,70,60,15,25,60,60,30,20,20,20,20,20,35,35,20,25,7,9,70,90,10,40,53,20,60,30,30,95,70,80,25,45,80,60,70,35,45,45,20,20
39,6,10,30,9,60,38,13,14,7,8,10,5,7,20,39,12,12,10,15,14,19,12,14,7,16,8,9,29,18,19,29,10,5,49,38,8,15,31,59,8,8,49,9,38,15,26,34,12,8
0,9,30,0,0,0,17,5,9,5,29,6,0,0,20,40,0,0,20,0,20,0,20,0,18,9,0,25,56,70,14,0,0,0,5,0,0,0,60,0,0,0,15,0,0,10,25,20,15,0
35,10,12,60,22,35,68,57,32,60,55,30,25,2,64,40,18,10,15,20,22,52,36,38,65,55,40,15,31,45,30,35,16,8,66,40,10,45,77,30,29,28,65,35,35,55,42,45,15,25
55,15,25,50,20,40,70,45,20,50,20,55,25,30,91,25,25,19,35,35,75,15,25,60,40,75,45,35,50,65,15,45,60,25,50,75,25,95,100,65,25,25,85,45,75,25,60,20,35,55
43,25,35,50,78,41,80,62,41,49,69,44,50,30,40,60,26,43,20,21,30,40,20,50,60,46,66,31,50,72,25,50,50,45,100,41,43,37,59,58,28,35,70,50,60,51,50,28,30,50
14,18,13,30,68,65,64,25,4,30,15,66,14,20,66,87,30,25,5,30,34,58,21,14,65,15,36,13,59,72,62,66,20,25,81,76,0,39,75,10,0,23,25,64,0,40,25,60,19,57
96,87,83,87,94,83,92,96,92,87,87,98,97,85,98,90,88,96,95,84,99,97,88,99,99,88,94,92,93,100,94,87,95,92,75,93,82,92,90,96,100,97,98,93,89,91,92,85,95,94
40,30,40,50,50,75,40,25,20,30,70,50,30,25,60,30,25,40,50,30,30,31,45,29,34,20,39,40,40,100,25,30,20,30,60,30,10,30,61,40,30,41,20,29,30,50,80,45,30,30
34,18,31,37,31,26,36,31,28,40,70,8,41,8,45,99,26,26,30,26,36,31,28,59,34,61,40,25,20,42,37,10,25,61,73,39,5,59,20,70,4,25,42,33,82,34,37,24,43,30
15,7,10,20,60,35,10,20,35,0,40,30,10,0,60,20,1,12,5,15,30,30,20,25,0,19,0,10,20,5,0,0,20,25,50,15,10,50,70,30,10,2,60,10,60,0,20,50,0,0
27,7,20,32,53,31,30,16,14,11,36,41,12,29,27,30,40,11,11,12,11,20,13,40,10,27,31,7,17,28,10,25,4,35,47,37,11,81,20,37,29,29,56,42,61,25,61,33,11,29
53,0,4,61,10,19,0,40,4,10,25,56,0,51,0,82,35,0,0,72,41,45,40,68,91,41,69,57,56,19,40,0,0,28,9,45,0,1,51,71,71,0,3,0,14,49,36,61,30,45
22,0,4,45,0,20,29,7,58,11,0,0,0,15,17,100,8,0,19,21,51,19,35,15,28,0,0,8,3,57,38,3,5,0,0,23,20,0,43,4,9,0,39,0,0,22,13,18,19,0
20,19,23,35,39,55,40,24,15,26,40,35,25,32,34,35,14,29,20,19,50,30,30,39,25,30,25,25,40,35,30,33,24,10,35,29,18,90,36,40,22,26,82,25,70,31,18,35,15,25
30,0,0,60,30,0,0,40,0,15,40,26,0,10,20,100,0,0,0,20,25,0,30,20,0,15,0,0,0,50,25,0,0,0,45,38,0,99,40,35,30,0,0,65,40,40,30,0,20,20
15,10,3,25,30,20,22,12,23,12,5,10,8,12,30,50,5,15,10,9,15,25,10,19,25,10,15,15,10,50,6,19,12,7,20,24,5,25,20,20,9,5,40,35,24,13,25,20,5,12
40,14,18,72,71,65,51,41,20,30,41,71,43,29,73,81,31,74,20,19,25,40,51,36,41,30,27,38,74,72,21,60,79,40,51,51,18,92,62,73,39,26,60,72,82,51,40,51,37,32
15,5,5,13,7,19,5,9,10,19,29,9,3,20,30,10,6,5,9,3,17,10,15,12,1,10,12,10,25,19,10,17,5,5,24,10,2,12,30,5,6,0,24,7,19,20,9,19,3,8
19,13,25,51,35,35,31,25,25,29,50,35,8,15,24,68,21,30,15,12,10,50,30,30,20,30,40,30,25,30,17,30,50,25,30,52,9,100,40,41,40,30,55,25,70,40,70,50,9,30
20,4,7,3,17,8,8,8,7,29,5,10,2,5,0,20,4,10,5,4,11,5,21,10,6,15,20,4,20,8,4,19,8,10,50,13,0,18,100,20,7,10,30,28,20,5,16,10,4,4
50,50,40,40,50,30,30,40,10,30,50,50,40,0,60,50,25,50,30,50,60,30,60,40,40,50,50,20,50,50,50,50,40,40,50,40,20,40,60,20,50,60,50,40,0,60,40,50,40,20
30,9,21,19,19,31,40,9,41,30,9,10,9,15,30,61,9,9,9,9,20,51,9,19,51,40,32,10,30,100,16,9,10,41,40,51,13,9,30,19,9,9,61,20,39,51,19,30,20,10
36,14,31,40,25,51,51,29,27,16,51,29,16,19,39,37,26,10,20,32,30,39,10,40,33,30,19,21,30,57,31,36,19,23,35,51,13,21,59,54,16,25,39,30,29,47,36,38,25,42
30,10,5,92,18,39,70,7,20,61,19,40,19,14,39,65,20,5,14,20,38,25,25,25,30,39,40,40,31,61,30,20,40,37,49,80,25,93,90,80,20,9,75,50,30,40,18,30,13,30
25,9,8,3,12,22,40,25,6,17,16,17,5,14,4,20,5,9,5,8,16,8,3,3,2,17,1,5,19,42,8,25,11,2,5,20,7,27,10,17,2,2,37,2,35,10,40,9,9,11
0,4,5,14,30,9,0,15,9,8,20,0,2,2,19,20,10,7,7,0,1,0,5,10,0,8,0,0,9,13,5,6,10,0,25,18,5,0,60,9,0,0,9,0,9,9,11,14,5,10
0,0,5,0,0,9,0,17,8,31,0,10,10,0,21,0,5,82,5,9,0,12,0,0,19,0,71,0,8,0,4,0,19,5,3,3,7,40,0,9,18,50,28,0,29,7,0,0,0,0
60,8,19,59,42,68,70,11,32,39,13,41,10,23,16,78,20,1,16,11,59,27,20,38,37,24,67,31,24,63,28,32,22,15,52,45,35,51,38,27,3,35,61,30,42,39,48,28,25,19
30,25,25,70,45,45,75,40,20,25,45,40,20,15,55,45,30,60,30,30,20,30,45,25,60,20,50,15,50,40,15,35,25,30,80,40,65,30,95,85,10,15,65,55,65,10,35,30,30,20
36,25,24,29,44,44,44,35,35,25,30,46,26,23,33,62,35,42,24,22,24,30,20,40,24,32,33,27,35,40,29,25,25,17,63,33,28,16,75,29,26,33,38,33,35,34,35,25,29,25
10,9,25,30,30,25,80,14,20,26,25,20,8,18,39,49,7,10,7,14,12,49,7,15,20,12,20,20,25,25,10,20,13,12,30,18,6,30,49,25,15,11,30,19,70,20,25,25,5,15
30,30,11,30,20,30,50,15,10,35,15,10,50,10,5,50,20,50,10,10,100,40,30,50,20,10,9,50,50,20,9,50,40,60,60,100,10,50,70,20,5,5,20,30,55,25,50,30,20,100
15,10,20,42,30,29,43,22,21,20,25,30,41,19,60,62,22,20,17,20,17,30,22,30,20,61,40,31,30,56,20,29,16,72,26,59,22,72,62,33,19,24,41,40,31,24,41,40,18,25
0,4,10,0,16,15,33,17,35,0,35,0,35,0,0,37,6,10,18,12,0,22,16,6,0,25,6,0,20,35,13,25,3,3,39,0,15,0,45,10,0,0,20,24,5,34,27,14,14,3
60,15,61,30,20,40,51,76,34,13,34,61,29,31,25,82,11,36,20,20,13,12,25,15,51,35,75,33,75,96,19,14,19,20,51,39,40,94,72,100,36,42,93,9,100,77,25,40,30,20
20,6,5,61,19,60,45,6,30,10,2,5,1,5,30,70,3,8,4,19,15,40,4,30,61,6,14,7,12,30,25,20,68,10,2,10,3,5,40,2,1,24,72,34,50,24,3,54,9,4
6,2,1,0,4,3,19,0,0,24,3,1,1,0,4,4,1,5,1,0,15,2,1,3,21,6,0,7,14,9,2,9,49,11,0,4,0,0,15,2,19,0,20,2,5,2,8,0,7,1
6,9,8,16,22,20,0,15,16,16,12,16,17,16,45,14,18,17,7,15,16,14,13,14,4,39,10,8,14,16,13,14,11,10,18,16,5,45,66,10,0,17,28,20,22,17,12,17,6,9
70,30,25,30,40,30,85,60,40,20,35,30,15,25,70,70,30,25,25,10,70,30,45,45,20,25,25,45,70,60,35,40,30,30,75,30,20,90,90,20,30,25,60,25,50,60,50,25,35,35
40,25,40,50,40,45,70,60,50,40,35,60,30,40,50,35,35,35,30,30,45,60,35,35,25,30,41,30,35,40,40,45,15,25,70,55,35,70,60,45,35,30,80,25,60,40,45,51,30,30
0,20,19,0,65,29,21,29,0,19,20,0,0,25,50,14,1,20,15,1,24,30,24,25,40,20,20,4,80,100,25,0,5,5,25,49,0,20,30,9,0,0,50,25,10,26,14,50,20,0
13,9,9,26,59,37,29,18,11,36,30,19,30,9,40,56,35,13,17,20,42,29,16,29,29,23,55,19,9,48,13,60,19,20,70,18,6,81,100,27,40,31,36,12,29,30,42,23,21,31
66,7,11,70,60,34,61,10,27,44,29,26,10,7,38,70,15,12,11,7,19,11,11,34,34,22,24,10,27,20,8,20,14,7,10,18,6,51,34,41,9,12,25,15,30,43,37,22,15,29
30,9,14,35,13,19,16,20,8,0,14,9,0,9,19,35,16,17,16,5,19,24,9,4,30,17,28,9,18,35,14,16,15,0,20,23,9,8,29,9,0,0,40,25,51,18,14,19,9,19
16,15,15,57,23,15,22,13,14,58,8,66,22,12,44,18,8,24,20,4,17,20,8,22,56,16,25,64,16,73,15,77,28,22,39,13,10,90,91,24,12,36,92,34,72,22,31,14,7,18
51,13,20,60,40,40,50,14,60,0,30,20,9,15,30,82,10,15,20,9,25,25,0,41,11,40,0,0,91,75,24,0,20,4,31,100,0,40,100,82,0,25,81,0,0,30,61,0,30,25
20,15,20,50,30,35,65,20,29,13,26,45,26,15,45,55,15,15,10,19,15,20,18,20,16,45,65,20,30,50,25,25,15,15,60,20,10,30,55,44,15,20,40,30,40,35,36,35,19,25
25,10,20,15,25,25,75,10,10,10,10,20,10,15,25,20,10,15,10,15,15,10,10,20,5,20,20,15,20,30,10,10,10,10,25,15,10,20,50,20,10,10,55,15,15,20,20,30,10,10
100,1,20,31,72,37,60,16,0,65,68,40,10,10,36,51,31,47,13,2,81,40,51,0,6,39,26,38,37,38,34,60,19,70,0,42,0,100,0,0,25,7,69,0,69,38,0,38,8,0
15,90,75,51,51,20,0,10,51,20,26,0,25,25,51,0,0,0,51,15,51,0,0,51,15,1,0,0,40,10,0,0,0,0,0,10,0,0,51,0,0,0,20,0,0,51,51,51,35,15
10,10,15,20,35,45,10,10,5,25,10,15,10,10,95,30,15,15,25,20,75,20,15,15,55,25,35,15,20,25,20,15,30,25,90,25,15,50,30,40,5,10,35,20,70,15,15,20,10,20
